Employee_ID,Hire_Date,Age,Gender,Marital_Status,Region,Education_Level,Department,Employment_Type,Shift,Tenure_Years,Monthly_Salary_PHP,Performance_Score,Performance_Rating,Training_Hours_YTD,Absences_YTD,Overtime_Hours_Monthly,Distance_Office_KM,Job_Satisfaction_Score,Work_Life_Balance_Score,Num_Promotions,Prev_Companies,Attrition
EMP05872,2019-09-25,58,Female,Single,NCR,Bachelor,Operations,Regular,Night,24.9,52500,3.4,Meets Expectations,51,16,29,11,1,4.6,6,2,1
EMP02937,2017-05-22,45,Male,Separated,Region VII,Master,Sales,Regular,Afternoon,13.5,52500,3.5,Exceeds Expectations,34,12,6,169,5,,3,5,1
EMP02746,2013-04-19,58,Female,Separated,Region VII,Vocational,Finance,Regular,Graveyard,30,56500,2.7,Meets Expectations,30,14,29,314,3.9,4.1,5,0,1
EMP03520,2015-04-16,27,Male,Single,Region III,Bachelor,IT,Regular,Night,11.9,49500,3.9,Exceeds Expectations,78,7,10,37,5.7,6.6,3,1,0
EMP04324,2013-07-26,50,Female,Single,NCR,Bachelor,HR,Regular,Night,23.5,43000,3.5,Exceeds Expectations,32,12,24,10,4.7,7.2,5,3,1
EMP04540,2010-04-18,34,Female,Single,Region III,Bachelor,Operations,Contractual,Night,4.9,29500,3.9,Exceeds Expectations,56,11,33,73,6.1,6.3,1,1,1
EMP02958,2011-04-22,52,Female,Separated,Region IV-A,Master,Sales,Regular,Night,21.1,53500,2.8,Meets Expectations,44,12,1,33,5.8,6.5,3,0,0
EMP02111,2014-12-20,52,Female,Single,Region XI,Bachelor,Marketing,Regular,Graveyard,24.8,62500,2.8,Meets Expectations,,11,15,321,2.5,3,4,1,1
EMP05701,2017-06-06,45,Female,Single,Region III,PhD,Operations,Contractual,Night,7.3,66000,4.1,Exceeds Expectations,39,9,21,29,4.5,5.5,2,1,1
EMP05086,2020-11-14,50,Male,Married,NCR,Bachelor,Operations,Contractual,Morning,8.9,33000,3.5,Meets Expectations,34,150,25,7,6.5,5.3,2,0,0
EMP05495,2016-11-16,43,Female,Widowed,NCR,Bachelor,Marketing,Regular,Morning,21.5,57500,4.3,Exceeds Expectations,33,8,13,10,6.1,4.3,6,2,0
EMP05180,2019-01-15,45,Male,Married,NCR,Bachelor,Sales,Regular,Afternoon,13.6,35500,4.9,Outstanding,61,13,10,9,5.7,5.9,4,1,0
EMP01347,2017-05-27,36,Male,Single,Region IV-A,Bachelor,IT,Regular,Afternoon,14.9,51500,2.6,Meets Expectations,24,15,32,63,4.8,4,2,2,1
EMP02186,2010-04-02,39,Female,Single,NCR,PhD,Customer Service,Contractual,Morning,6.9,53000,4.2,Exceeds Expectations,43,8,18,14,3.8,4.8,1,0,1
EMP05026,2011-07-15,38,Male,Single,NCR,Bachelor,Customer Service,Contractual,Afternoon,7,26000,4.4,Exceeds Expectations,51,8,18,12,4.3,6.9,2,1,1
EMP05060,2012-12-25,49,Male,Married,Region XI,PhD,Compliance,Project-based,Morning,10,74000,3.8,Exceeds Expectations,45,12,10,178,4.4,5.5,2,1,1
EMP02516,2022-03-14,43,Male,Single,Region VII,Bachelor,Operations,Regular,Afternoon,13.3,38000,3.4,Meets Expectations,41,12,10,263,5.3,8.4,3,1,1
EMP05694,2015-07-12,43,Female,Married,Region VII,Bachelor,Finance,Regular,Morning,28.5,63000,3.5,Exceeds Expectations,52,9,38,138,2.7,6.3,7,0,0
EMP01579,2019-07-24,29,Female,Married,Region IV-A,Vocational,Finance,Contractual,Afternoon,5.6,43000,2.9,Meets Expectations,41,14,30,19,3.6,4.9,2,2,1
EMP02965,2017-04-21,41,Male,Married,NCR,Bachelor,HR,Contractual,Night,8.4,29000,3.7,Exceeds Expectations,43,12,14,5,6.6,3.9,2,2,1
EMP01076,2011-08-25,35,Female,Single,Region III,Bachelor,IT,Regular,Afternoon,18.2,63500,1.1,Needs Improvement,14,14,14,27,1.1,6.9,1,2,0
EMP02430,2014-03-10,46,Female,Single,Region III,Bachelor,Customer Service,Regular,Afternoon,22,45000,3.7,Exceeds Expectations,18,10,17,65,3.4,7.1,5,5,0
EMP04800,2022-02-05,29,Female,Single,Region III,Master,HR,Project-based,Night,2.8,44000,4,Exceeds Expectations,37,13,11,48,3.8,5.7,0,3,1
EMP05454,2019-08-28,55,Male,Single,NCR,PhD,Marketing,Regular,Afternoon,26.7,86000,3.7,Exceeds Expectations,35,8,12,14,4.1,5.8,6,2,0
EMP05911,2014-07-08,41,Male,Married,NCR,Bachelor,Customer Service,Regular,Night,22.2,39000,4.3,Exceeds Expectations,50,13,22,6,5.1,3.6,6,0,0
EMP05978,2020-12-06,58,Female,Married,Region IV-A,Vocational,Operations,Regular,Night,26.6,52500,4.1,Exceeds Expectations,41,8,27,20,5.1,4.1,7,0,0
EMP02847,2013-08-26,39,Male,Single,Region XI,Master,Operations,Contractual,Afternoon,6.4,44500,3.1,Meets Expectations,34,12,30,482,5.2,7.4,1,1,1
EMP01132,2019-01-25,41,Female,Single,Region I,Bachelor,Operations,Project-based,Morning,5.3,36500,3.9,Exceeds Expectations,42,9,24,223,7.9,8,2,3,0
EMP01179,2019-11-23,58,Female,Married,Region III,Bachelor,Customer Service,Regular,Afternoon,29.8,54500,2.9,Meets Expectations,32,13,13,36,3.3,7.2,5,1,0
EMP03941,2010-08-19,38,Male,Married,NCR,Bachelor,Sales,Contractual,Afternoon,6.3,27500,1.1,Needs Improvement,23,14,7,6,1,6.4,0,1,1
EMP05490,2021-08-26,58,Male,Married,Region III,Bachelor,HR,Regular,Graveyard,29.6,49000,4.1,Exceeds Expectations,51,17,13,75,3.5,4.3,8,3,0
EMP05723,2014-09-10,55,Female,Married,Region IV-A,Bachelor,Operations,Regular,Afternoon,21.8,53500,3.5,Meets Expectations,44,13,25,50,5.3,4.8,5,3,1
EMP03772,2012-11-20,54,Female,Married,Region IV-A,Bachelor,Sales,Contractual,Afternoon,8.9,27500,2.6,Meets Expectations,21,14,23,36,3.3,4.3,1,0,1
EMP02843,2020-07-06,45,Male,Separated,Region I,Master,Finance,Contractual,Afternoon,14.3,65000,3.6,Exceeds Expectations,23,9,18,144,5.6,3.5,3,0,1
EMP03239,2020-05-16,58,Female,Married,Region III,Bachelor,Operations,Contractual,Night,11,30000,4.6,Outstanding,53,6,41,42,6,5.1,3,4,1
EMP04937,2021-12-19,44,Male,Single,Region III,Bachelor,Sales,Contractual,Night,6.9,29000,2.9,Meets Expectations,42,17,13,55,6.7,3.6,1,2,1
EMP03405,2017-01-16,37,Male,Married,Region III,PhD,IT,Contractual,Afternoon,8.5,76000,1.1,Needs Improvement,,19,12,39,1.3,6.4,0,0,1
EMP01605,2016-12-17,31,Male,Single,Region VII,Bachelor,operations,Regular,Afternoon,9.7,31000,,Meets Expectations,30,12,30,105,4.4,,2,0,1
EMP03802,2022-08-28,38,Male,Married,Region VII,High School,Customer Service,Project-based,Night,5.7,22500,2.6,Meets Expectations,38,14,28,282,4.9,4.4,1,4,1
EMP01026,2020-03-22,26,Female,Married,Region III,Vocational,Marketing,Project-based,Afternoon,2.1,33500,4.5,Outstanding,50,6,3,42,5.9,4.9,1,2,1
EMP01659,2013-03-09,42,Female,Married,NCR,Bachelor,IT,Regular,Morning,17.5,56500,1,Needs Improvement,10,15,13,12,,,1,2,0
EMP02897,2020-02-08,31,Female,Married,NCR,High School,IT,Regular,Morning,8.9,43500,3.6,Exceeds Expectations,32,11,23,6,4.4,4.7,2,1,1
EMP04871,2020-12-06,35,Female,Single,Region XI,Master,Sales,Regular,Afternoon,8.4,44000,4.7,Outstanding,49,6,11,306,,7,3,4,0
EMP03214,2009-06-15,30,Female,Married,Region VII,PhD,Compliance,Regular,Night,18.2,78500,3.9,Exceeds Expectations,29,7,12,240,5.4,3.9,5,5,0
EMP01174,2012-06-17,56,Male,Single,Region III,Bachelor,Operations,Regular,Morning,21.7,44000,3.5,Meets Expectations,21,10,31,51,3.3,4.2,5,2,0
EMP02612,2015-08-15,34,Female,Single,NCR,Bachelor,IT,Regular,Graveyard,11.1,56500,1,Needs Improvement,8,14,21,6,1,4,0,1,1
EMP01438,2008-10-22,24,Female,Married,NCR,Bachelor,Customer Service,Regular,Graveyard,6.3,30000,3.6,Exceeds Expectations,37,9,15,4,,4.2,1,1,1
EMP01332,2012-03-02,34,Male,Single,Region VII,Bachelor,Marketing,Project-based,Night,4.8,44000,3.2,Meets Expectations,32,23,18,229,2.4,4.2,1,1,1
EMP04144,2021-05-11,35,Male,Married,NCR,Vocational,HR,Regular,Graveyard,12.2,28500,1.5,Needs Improvement,26,13,7,12,2.2,,1,0,1
EMP02455,2021-05-14,58,Female,Single,Region VII,PhD,Operations,Regular,Night,23.7,,4.5,Exceeds Expectations,56,9,20,267,8.1,5.7,8,0,0
EMP01343,2021-05-02,45,Male,Married,Region III,Vocational,Operations,Regular,Afternoon,16.7,37500,1,Needs Improvement,8,15,22,73,1,7.2,1,1,1
EMP04244,2008-02-25,42,Male,Single,NCR,Bachelor,IT,Regular,Graveyard,17.7,61000,3,Meets Expectations,38,10,15,7,5.1,4.3,3,1,0
EMP03582,2011-01-29,48,Male,Single,Region VII,Master,Customer Service,Regular,Night,20.6,54000,4.7,Outstanding,53,7,19,294,5.1,5.1,6,5,1
EMP01728,2014-03-29,43,Male,Single,NCR,Bachelor,Marketing,Contractual,Morning,9.1,43500,3,Meets Expectations,46,10,11,13,1,6.7,2,1,0
EMP04834,2013-06-25,38,Female,Single,Region IV-A,PhD,Sales,Project-based,Morning,5,64000,2.6,Meets Expectations,46,11,16,20,3.2,7.4,1,1,1
EMP01977,2011-07-06,56,Male,Single,Region IV-A,Master,HR,Regular,Morning,29.7,60500,1.4,Needs Improvement,28,14,23,28,2.7,6.3,2,0,1
EMP03396,2018-07-22,29,Male,Single,Region III,Bachelor,Sales,Project-based,Afternoon,2.1,27500,3.3,Meets Expectations,33,9,8,58,5.6,6.6,0,0,1
EMP05021,2014-11-30,37,Male,Separated,Region VII,Master,Sales,Regular,Afternoon,15.3,50500,,Meets Expectations,52,9,6,156,,6.6,3,1,0
EMP02929,2023-03-19,41,Female,Married,NCR,Bachelor,IT,Regular,Afternoon,24.8,59000,4.4,Exceeds Expectations,57,15,19,,5.4,4.8,7,0,0
EMP03651,2018-04-17,32,Male,Married,Region IV-A,Bachelor,Operations,Regular,Morning,6.9,31000,2.7,Meets Expectations,45,13,43,22,2.2,2.8,1,2,0
EMP05109,2019-03-10,54,Male,Single,Region III,Master,Customer Service,Project-based,Morning,10.7,40000,2.6,Meets Expectations,52,11,23,76,4.2,4.7,2,3,1
EMP02300,2009-02-05,44,Male,Single,Region III,Vocational,IT,Contractual,Afternoon,9.7,48000,2.6,Meets Expectations,40,11,10,63,3.6,5.7,2,1,1
EMP04033,2022-10-14,48,Male,Married,Region III,Bachelor,Marketing,Contractual,Morning,10.8,48000,,Meets Expectations,23,10,6,45,3.5,3.7,2,2,0
EMP05624,2019-06-22,45,Female,Separated,Region IV-A,Master,IT,Contractual,Graveyard,14.8,57000,3.6,Exceeds Expectations,50,13,15,47,5.9,5.9,3,1,0
EMP01661,2023-07-25,31,Male,Widowed,NCR,Bachelor,Sales,Regular,Night,6,34000,4.4,Exceeds Expectations,42,9,21,6,7.2,4.8,2,1,0
EMP05023,2013-12-10,58,Female,Single,NCR,Bachelor,IT,Regular,Graveyard,30,67500,5,Outstanding,30,6,6,7,6.1,7.8,8,1,0
EMP03901,2018-05-21,46,Female,Single,Region III,Master,Operations,Regular,Morning,17.3,58500,4.6,Outstanding,36,8,29,79,7.6,5.3,5,0,0
EMP03826,2012-03-24,42,Female,Married,Region XI,Vocational,Customer Service,Contractual,Graveyard,9.8,28000,3.1,Meets Expectations,3,10,13,500,4.7,6.6,2,2,1
EMP04018,2013-03-10,58,Female,Single,Region VII,Bachelor,Sales,Project-based,Afternoon,8.7,32500,3.3,Meets Expectations,34,13,28,253,2.2,,1,2,1
EMP03221,2023-11-30,58,Female,Separated,NCR,High School,IT,Regular,Morning,30,59500,2.9,Meets Expectations,33,11,19,7,2.8,5.9,5,5,1
EMP04411,2016-11-14,45,Female,Separated,Region XI,Vocational,Sales,Regular,Morning,18.9,31000,3.2,Meets Expectations,30,9,23,500,4.1,4.8,4,1,0
EMP03742,2020-01-14,58,Male,Single,Region IV-A,Bachelor,Operations,Regular,Morning,25.1,43000,4.8,Outstanding,46,5,11,24,4.4,5.1,8,1,1
EMP05926,2017-10-25,43,Male,Married,NCR,Bachelor,Sales,Regular,Afternoon,13.3,32500,1.2,Needs Improvement,23,16,22,9,2.5,4.7,1,2,1
EMP04236,2019-02-13,58,Female,Single,NCR,Master,Operations,Contractual,Afternoon,11.9,44000,1,Needs Improvement,39,14,26,5,5.4,5.2,0,0,1
EMP02279,2018-03-31,26,Female,Separated,Region VII,Master,Operations,Regular,Morning,3.7,43500,2.8,Meets Expectations,,13,23,123,4.9,5.4,0,1,0
EMP04114,2008-05-08,52,Female,Widowed,Region I,Bachelor,Operations,Regular,Graveyard,20.2,43500,2.9,Meets Expectations,35,11,35,324,4.7,3.1,4,2,0
EMP02622,2022-03-14,40,Male,Widowed,NCR,Bachelor,Operations,Contractual,Morning,6.9,28500,5,Outstanding,45,5,16,,7.2,7,2,3,0
EMP04650,2011-07-18,52,Male,Single,NCR,Bachelor,Compliance,Contractual,Morning,12.3,48000,4.2,Exceeds Expectations,64,10,17,5,3,3.1,4,3,1
EMP05440,2012-07-12,42,Female,Married,NCR,Bachelor,Operations,Project-based,Afternoon,7.1,33000,3.8,Exceeds Expectations,57,9,31,9,7.1,2.2,1,3,1
EMP01068,2009-10-15,34,Male,Single,CAR,Master,Marketing,Contractual,Night,6.6,50000,2.5,Meets Expectations,35,12,12,423,1.4,4.5,1,4,1
EMP03618,2020-11-16,36,Female,Single,Region III,Vocational,Sales,Regular,Morning,9.1,,2.5,Meets Expectations,39,15,17,72,2.8,5.4,1,2,0
EMP03155,2017-10-29,48,Male,Married,Region III,Bachelor,Operations,Contractual,Graveyard,8.5,29500,2.5,Meets Expectations,17,20,20,35,3.5,3.4,1,3,1
EMP05920,2011-02-07,57,Female,Widowed,NCR,Bachelor,Sales,Project-based,Afternoon,7.9,35000,3.8,Exceeds Expectations,43,16,24,14,5.5,,2,1,1
EMP01821,2014-04-03,43,Female,Single,NCR,Bachelor,Marketing,Regular,Graveyard,17.9,52000,2.5,Meets Expectations,44,11,31,13,5.4,1.4,3,3,1
EMP02227,2017-12-13,52,Male,Single,CAR,Bachelor,Sales,Regular,Afternoon,16.4,42500,3.6,Exceeds Expectations,33,9,34,304,2.9,1,4,0,1
EMP04733,2009-12-11,47,Male,Married,NCR,Master,Finance,Contractual,Afternoon,13.3,64000,4.8,Outstanding,50,5,15,8,6.5,5.1,4,1,0
EMP04915,2019-04-05,23,Male,Single,Region III,Bachelor,Compliance,Contractual,Morning,3.7,41000,1,Needs Improvement,,15,21,40,1,6.5,0,0,1
EMP04995,2013-11-08,47,Male,Married,Region VII,Master,Finance,Contractual,Morning,14.3,63500,4.8,Outstanding,61,6,13,264,7.6,3.7,5,3,0
EMP05481,2020-10-30,44,Male,Single,NCR,Vocational,Operations,Regular,Graveyard,16.3,34500,4.3,Exceeds Expectations,49,8,27,8,4.7,3,5,1,0
EMP05293,2016-06-01,44,Female,Married,Region XI,Vocational,HR,Contractual,Night,8.7,,3.9,Exceeds Expectations,36,8,10,256,4.1,6.2,3,1,1
EMP04464,2010-08-16,40,Female,Single,NCR,Master,HR,Regular,Morning,17.2,52500,4.6,Outstanding,53,14,15,9,3.7,4.6,5,2,1
EMP02144,2019-05-22,40,Female,Single,Region XI,Master,HR,Project-based,Night,7.5,52000,1,Needs Improvement,33,15,18,500,1.8,5.2,0,1,1
EMP01398,2013-12-06,37,Female,Married,Region III,Bachelor,Sales,Contractual,Afternoon,5.3,27500,4.2,Exceeds Expectations,,11,8,43,3.4,7,1,3,0
EMP05677,2018-09-02,58,Female,Married,NCR,Vocational,Operations,Contractual,Afternoon,11.7,35000,2.9,Meets Expectations,24,10,23,11,6.6,6.6,2,1,0
EMP05325,2011-09-13,32,Male,Single,Region IV-A,PhD,Marketing,Regular,Night,9.4,70500,4.1,Exceeds Expectations,50,10,0,,8.5,4.6,2,1,0
EMP03940,2012-04-05,58,Female,Married,NCR,Bachelor,Operations,Contractual,Afternoon,12.1,40500,3.7,Exceeds Expectations,38,14,29,4,6.9,3.4,3,2,0
EMP02399,2018-03-05,46,Female,Single,Region IV-A,Bachelor,IT,Regular,Graveyard,22.8,62500,2.7,Meets Expectations,30,10,17,51,4.8,3.5,4,3,0
EMP02660,2014-05-09,30,Male,Single,NCR,Bachelor,Finance,Regular,Night,13.1,47500,1,Needs Improvement,11,19,27,4,2.1,6.8,0,4,1
EMP01980,2018-02-07,58,Female,Married,Region VII,Bachelor,HR,Regular,Morning,27.9,40500,4.3,Exceeds Expectations,43,7,24,280,6.5,4,8,0,0
EMP02299,2023-05-20,0,Female,Single,Region IV-A,Bachelor,IT,Regular,Afternoon,30,68500,3.5,Exceeds Expectations,29,150,21,53,3.1,6.6,7,4,0
EMP03644,2019-04-23,58,Male,Married,NCR,PhD,IT,Regular,Morning,30,94000,4,Exceeds Expectations,17,9,24,6,5.5,5.4,8,1,0
EMP01083,2023-05-01,33,Female,Married,Region VII,Bachelor,Sales,Regular,Morning,7.3,23000,3.6,Exceeds Expectations,35,9,23,105,3.7,2.5,1,1,0
EMP04805,2023-09-28,45,Female,Single,CAR,Master,Sales,Regular,Afternoon,13.6,46500,3.8,Exceeds Expectations,31,9,0,384,6,4.4,3,1,1
EMP03493,2016-07-11,58,Male,Married,NCR,Bachelor,Marketing,Project-based,Graveyard,12.4,50000,,Outstanding,40,6,30,7,7.6,,4,3,0
EMP04790,2021-03-04,58,Female,Single,CAR,Bachelor,Compliance,Regular,Afternoon,28.3,59500,3,Meets Expectations,14,10,7,,,8.1,5,0,0
EMP04832,2013-05-08,31,Male,Married,Region III,Vocational,Marketing,Regular,Morning,16.4,52000,2.9,Meets Expectations,39,14,15,70,3.2,6.7,3,1,1
EMP03320,2019-03-03,35,Female,Single,Region VII,PhD,Sales,Regular,Morning,10.8,64000,3.5,Exceeds Expectations,58,12,30,285,6.4,3.8,2,0,1
EMP01424,2022-04-16,49,Male,Married,NCR,Bachelor,Finance,Contractual,Afternoon,14.8,44500,2.6,Meets Expectations,43,11,8,5,3.9,6.3,3,0,1
EMP05363,2012-08-22,34,Male,Single,NCR,Bachelor,Marketing,Contractual,Graveyard,5.1,,3,Meets Expectations,30,10,20,5,2.4,2.9,2,1,1
EMP02905,2016-06-13,26,Male,Single,NCR,Bachelor,Marketing,Contractual,Night,3.9,43000,4.6,Outstanding,46,8,10,12,4.8,6.4,1,1,1
EMP05562,2016-05-09,35,Male,Married,NCR,High School,Sales,Regular,Graveyard,15,30500,2.6,Meets Expectations,39,10,10,12,3.6,3.8,3,2,0
EMP04399,2015-06-04,55,Female,Single,NCR,High School,Operations,Contractual,Afternoon,10.2,28000,3.1,Meets Expectations,16,10,15,12,2.9,6.9,2,0,1
EMP04146,2015-04-27,45,Male,Single,NCR,Bachelor,Sales,Regular,Night,15.1,34000,4.5,Outstanding,69,6,24,9,5.9,3.8,4,1,0
EMP02566,2020-08-06,40,Male,Single,Region XI,Bachelor,Sales,Project-based,Night,4.5,20000,3.5,Exceeds Expectations,40,11,14,205,5.2,7.2,1,2,1
EMP04633,2015-03-29,35,Male,Married,Region III,Vocational,Finance,Contractual,Afternoon,9.7,35500,3.4,Meets Expectations,45,9,21,46,,4,2,3,1
EMP01840,2021-05-15,33,Female,Single,NCR,Bachelor,IT,Project-based,Night,7.9,50000,3.6,Exceeds Expectations,31,9,35,11,4.3,6.1,1,3,1
EMP01501,2013-11-09,42,Female,Widowed,Region IV-A,High School,IT,Project-based,Afternoon,7.7,43000,2.6,Meets Expectations,37,12,8,22,6.3,7.1,1,2,0
EMP01142,2009-06-04,28,Male,Widowed,Region IV-A,Bachelor,Sales,Project-based,Morning,2.3,34000,4.8,Outstanding,44,6,18,23,4.2,5.3,0,1,1
EMP02378,2012-12-18,56,Female,Single,Region XI,Bachelor,Finance,Regular,Night,30,63500,3.4,Meets Expectations,39,17,4,316,3.7,8.7,7,8,1
EMP04748,2020-05-30,34,Male,Single,Region III,Bachelor,Sales,Regular,Graveyard,8.9,29500,4.6,Outstanding,41,6,32,57,8.2,1.8,3,1,0
EMP03173,2009-09-21,42,Male,Single,NCR,High School,Operations,Regular,Morning,14.8,,3.3,Meets Expectations,47,10,32,,,3.3,3,0,1
EMP02139,2011-01-23,31,Female,Married,Region VII,Bachelor,Finance,Project-based,Morning,4.8,44500,2.6,Meets Expectations,45,11,26,198,2.2,3.9,1,1,1
EMP03581,2014-02-03,45,Female,Married,CAR,Master,Operations,Regular,Night,18.5,51000,3.9,Exceeds Expectations,37,8,17,199,5.7,4.7,4,1,0
EMP02788,2009-04-11,38,Female,Single,Region IV-A,Bachelor,IT,Contractual,Afternoon,7.4,45500,5,Outstanding,69,7,20,35,3,2.9,2,1,1
EMP04215,2023-05-16,33,Male,Married,NCR,High School,Operations,Contractual,Afternoon,4.9,20500,2.9,Meets Expectations,15,14,17,5,2.9,5.8,1,2,1
EMP01551,2016-07-02,36,Male,Married,NCR,Bachelor,Finance,Regular,Night,21.2,56500,2.5,Meets Expectations,28,14,14,11,1.4,2.8,3,0,1
EMP04143,2021-10-07,55,Female,Married,Region III,Bachelor,HR,Contractual,Afternoon,13.4,33000,3.9,Exceeds Expectations,43,12,12,45,1.7,5.6,3,3,1
EMP03020,2020-11-23,37,Female,Single,Region XI,High School,IT,Contractual,Morning,7.2,37000,2.9,Meets Expectations,30,10,0,235,4,5.5,1,1,1
EMP01949,2021-08-06,33,Female,Single,NCR,Vocational,Customer Service,Regular,Morning,10.8,32500,2.8,Meets Expectations,48,10,22,13,3.5,3.4,2,0,1
EMP03291,2021-10-12,58,Female,Married,Region IV-A,Bachelor,IT,Regular,Morning,30,66000,2.5,Meets Expectations,19,15,5,40,4.1,1.2,5,2,0
EMP01533,2021-12-22,50,Female,Single,Region III,Master,Compliance,Project-based,Afternoon,10.1,58000,3.9,Exceeds Expectations,29,7,27,70,7,2.6,2,1,1
EMP02830,2014-05-06,46,Male,Married,NCR,High School,Sales,Regular,Morning,15.8,34000,3.8,Exceeds Expectations,36,14,17,12,5,7.1,4,1,0
EMP04632,2014-01-08,49,Male,Single,Region III,Vocational,Operations,Regular,Morning,16.9,38500,5,Outstanding,50,6,22,39,7,4.8,5,0,0
EMP05442,2011-04-26,58,Male,Married,Region III,Bachelor,Customer Service,Regular,Morning,29.7,52500,4,Exceeds Expectations,40,9,17,55,4.7,5.6,8,1,0
EMP05792,2019-09-02,58,Female,Married,NCR,Bachelor,Compliance,Regular,Morning,29.4,68000,3.3,Meets Expectations,17,11,22,14,3.7,3.1,6,4,0
EMP02603,2021-08-28,49,Male,Single,Region I,Master,Operations,Contractual,Night,8.4,47000,3.2,Meets Expectations,39,12,15,288,,4.7,2,2,0
EMP01640,2013-07-18,58,Male,Single,NCR,Bachelor,Sales,Contractual,Morning,9.9,38000,2.6,Meets Expectations,30,10,23,5,4.4,5.7,1,1,0
EMP05857,2023-09-19,47,Male,Married,NCR,Bachelor,Operations,Regular,Night,18.2,42500,3.5,Meets Expectations,38,-1,28,5,2.1,6.1,4,1,0
EMP01968,2012-09-24,36,Male,Single,Region VII,Bachelor,Sales,Regular,Afternoon,9.5,35500,4.9,Outstanding,66,6,27,241,5.4,2.4,4,2,1
EMP05261,2009-09-29,49,Female,Single,Region XI,Bachelor,Operations,Regular,Night,17,43000,4.7,Outstanding,55,7,15,365,5.1,6.6,5,0,0
EMP03664,2017-02-03,53,Female,Single,NCR,Bachelor,IT,Project-based,Night,13.4,55500,4.1,Exceeds Expectations,56,7,21,6,7,4.7,3,0,0
EMP02684,2017-08-28,58,Male,Single,Region IV-A,Bachelor,Customer Service,Project-based,Morning,12.5,33500,3,Meets Expectations,31,13,22,53,4.4,5.7,2,0,1
EMP05777,2023-07-22,58,Female,Single,NCR,Bachelor,Operations,Regular,Night,23.7,44500,2.9,Meets Expectations,31,11,21,8,,4.8,4,1,0
EMP03374,2019-03-05,43,Female,Married,Region III,Bachelor,Sales,Contractual,Graveyard,5.9,32000,4.6,Outstanding,62,8,18,69,4.7,5.1,1,1,1
EMP01156,2022-05-17,55,Male,Married,Region I,Bachelor,Operations,Contractual,Morning,12.3,38000,4.1,Exceeds Expectations,44,7,22,219,3.8,4.6,3,1,1
EMP03522,2018-09-23,51,Female,Single,CAR,Master,Operations,Regular,Morning,20,53500,2.7,Meets Expectations,40,10,35,389,3.6,4.8,3,1,0
EMP03880,2009-01-19,48,Male,Single,Region IV-A,Vocational,Operations,Regular,Graveyard,19.5,40000,3.6,Exceeds Expectations,30,10,16,55,3.9,3.7,4,1,0
EMP02090,2016-02-11,37,Male,Single,NCR,Bachelor,Operations,Project-based,Night,5.7,31500,4.7,Outstanding,27,6,23,12,4.4,3.1,1,0,1
EMP05896,2010-01-07,47,Male,Single,Region VII,High School,Operations,Contractual,Afternoon,8.1,26000,4.4,Exceeds Expectations,49,9,24,333,5.8,5.5,2,0,1
EMP05264,2015-03-02,58,Female,Single,NCR,Master,Sales,Regular,Night,19.5,49500,3.3,Meets Expectations,35,13,19,14,6.6,5.9,4,0,0
EMP01289,2022-08-17,58,Male,Married,NCR,Bachelor,Sales,Contractual,Afternoon,11.9,34500,1.4,Needs Improvement,36,13,8,11,1,4.6,1,1,1
EMP01931,2010-07-23,50,Male,Single,NCR,Master,Operations,Regular,Night,20.6,45500,3,Meets Expectations,24,13,21,13,5,5.4,4,3,1
EMP03571,2017-12-02,41,Male,Single,Region IV-A,Master,Sales,Project-based,Morning,5.7,48000,4.2,Exceeds Expectations,46,9,4,37,7.1,4.3,1,0,1
EMP03293,2010-02-04,58,Male,Married,Region VI,PhD,OPERATIONS,Regular,Afternoon,24,76500,3.4,Meets Expectations,41,8,31,336,5.2,3,5,5,0
EMP05127,2023-12-31,32,Male,Widowed,NCR,Bachelor,IT,Project-based,Afternoon,4.6,45000,1,Needs Improvement,23,13,17,11,2.8,3.5,0,1,1
EMP03400,2010-05-30,40,Male,Single,Region III,Bachelor,IT,Project-based,Night,6.9,54500,4.5,Exceeds Expectations,54,7,17,41,6.8,3.5,2,2,0
EMP04337,2015-06-09,58,Female,Married,Region IV-A,Master,Customer Service,Contractual,Afternoon,14.3,55000,5,Outstanding,45,13,16,34,5,4.5,5,0,1
EMP01943,2014-10-25,46,Male,Married,Region VI,Bachelor,IT,Regular,Night,30,64000,3.7,Exceeds Expectations,41,14,26,288,3.3,4.7,7,0,0
EMP04912,2020-10-26,34,Female,Single,NCR,Vocational,Sales,Regular,Graveyard,8.7,20500,2.6,Meets Expectations,30,12,29,5,3.6,1.2,1,2,1
EMP05687,2010-03-10,33,Male,Single,Region VII,Bachelor,Operations,Regular,Afternoon,8.8,30000,2.9,Meets Expectations,32,12,29,236,3.9,5,2,1,0
EMP02699,2008-06-02,37,Female,Single,NCR,Master,Compliance,Contractual,Afternoon,6.4,57500,1.4,Needs Improvement,10,17,11,9,1.9,7.5,0,3,1
EMP05733,2011-03-19,39,Female,Married,NCR,Vocational,IT,Regular,Afternoon,19.8,52500,5,Outstanding,52,9,23,9,5.2,1.9,7,6,0
EMP03998,2018-05-03,38,Female,Single,NCR,Master,Sales,Contractual,Graveyard,6,38500,4.1,Exceeds Expectations,58,10,7,5,4.8,7.1,2,1,1
EMP03635,2010-05-29,50,Female,Single,Region IV-A,Bachelor,IT,Regular,Afternoon,26.5,66500,3.4,Meets Expectations,26,14,18,36,1.8,4.9,6,1,0
